project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split
PAI-03224,Demo Infrastructure Project 3224,2025-12,12,Ministry of Power,Social Infrastructure,Jharkhand,Railway Agency,1186.69,1379.87,1100.9,52,52,100.0,100.0,88.27,98.06,11.73,9.79,18,18,4.0,22.22,0.0,0.0,,0.0,79.78,38.28,16.28,11.51,1,1,1,1379.87,58,train
PAI-03225,Demo Infrastructure Project 3225,2025-01,1,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,709.92,88.55,65,5,7.69,9.17,10.13,17.72,-0.96,7.59,21,1,0.0,0.0,0.0,0.0,1.0,1.0,12.47,14.67,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-02,2,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,724.2,124.37,65,11,16.92,17.22,14.94,22.43,2.28,7.49,21,3,1.0,33.33,1.0,0.0,0.0,0.0,17.17,20.51,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-03,3,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,740.04,232.58,65,16,24.62,26.45,26.19,33.19,0.26,7.0,21,5,1.0,20.0,0.0,0.0,1.0,0.0,31.43,20.25,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-04,4,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,757.0,274.36,65,22,33.85,37.43,32.11,42.08,5.32,9.97,21,7,2.0,28.57,0.0,0.0,0.0,0.0,36.24,22.48,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-05,5,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,774.84,299.05,65,27,41.54,44.68,36.84,46.05,7.84,9.21,21,8,3.0,37.5,0.0,0.0,0.0,0.0,38.6,26.47,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-06,6,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,793.41,325.16,65,32,49.23,47.82,43.84,48.55,3.98,4.71,21,10,3.0,30.0,0.0,1.0,1.0,0.0,40.98,31.5,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-07,7,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,812.61,355.98,65,38,58.46,62.2,62.05,67.64,0.16,5.59,21,12,4.0,33.33,1.0,0.0,0.0,0.0,43.81,22.84,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-08,8,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,832.37,428.6,65,43,66.15,68.83,68.08,77.65,0.75,9.58,21,14,4.0,28.57,0.0,1.0,0.0,0.0,51.49,25.99,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-09,9,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,852.63,497.49,65,49,75.38,76.61,75.4,92.19,1.22,16.79,21,15,4.0,26.67,0.0,1.0,0.0,1.0,58.35,30.77,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-10,10,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,873.34,563.89,65,54,83.08,84.34,76.22,84.28,8.11,8.06,21,17,,23.53,,0.0,1.0,0.0,64.57,36.46,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-11,11,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,894.48,588.3,65,60,92.31,94.2,87.67,94.97,6.52,7.3,21,19,6.0,31.58,0.0,0.0,0.0,0.0,65.77,28.92,31.06,20.94,1,1,1,916.0,79,train
PAI-03225,Demo Infrastructure Project 3225,2025-12,12,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Rajasthan,PSU,698.91,916.0,656.18,65,65,100.0,100.0,89.8,98.82,10.2,9.02,21,21,7.0,33.33,0.0,0.0,1.0,0.0,71.64,42.99,31.06,20.94,1,1,1,916.0,79,train
PAI-03228,Demo Infrastructure Project 3228,2025-01,1,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1417.29,178.79,24,2,8.33,10.94,12.72,24.62,-1.77,11.9,12,1,0.0,0.0,,0.0,0.0,0.0,12.61,14.4,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-02,2,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1437.33,236.19,24,4,16.67,14.09,11.85,14.59,2.24,2.74,12,2,1.0,50.0,0.0,0.0,0.0,0.0,16.43,17.34,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-03,3,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1459.56,430.67,24,6,25.0,22.04,17.67,30.43,4.37,12.76,12,3,1.0,33.33,0.0,0.0,1.0,0.0,29.51,34.78,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-04,4,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1483.36,502.18,24,8,33.33,32.15,29.18,39.47,2.97,10.28,12,4,2.0,50.0,0.0,0.0,0.0,0.0,33.85,30.18,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-05,5,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1508.39,682.89,24,10,41.67,44.72,43.38,63.12,1.34,19.74,12,5,2.0,40.0,0.0,0.0,0.0,0.0,45.27,37.48,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-06,6,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1534.45,743.86,24,12,50.0,52.68,49.09,56.59,3.59,7.5,12,6,3.0,50.0,0.0,0.0,0.0,0.0,48.48,32.42,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-07,7,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1561.4,920.17,24,14,58.33,59.5,55.71,68.76,3.8,13.05,12,7,3.0,42.86,1.0,0.0,0.0,1.0,58.93,36.22,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-08,8,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1589.12,962.86,24,16,66.67,68.49,58.6,62.89,9.89,4.29,12,8,4.0,50.0,0.0,0.0,,0.0,60.59,35.7,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-09,9,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1617.56,1081.05,24,18,75.0,75.05,65.1,76.76,9.94,11.66,12,9,5.0,55.56,0.0,0.0,0.0,0.0,66.83,38.19,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-10,10,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1646.63,1185.87,24,20,83.33,83.08,68.58,77.32,14.49,8.74,12,10,5.0,50.0,1.0,0.0,0.0,1.0,72.02,45.59,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-11,11,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1676.29,1321.74,24,22,91.67,94.75,82.62,94.41,12.13,11.78,12,11,6.0,54.55,0.0,0.0,0.0,0.0,78.85,40.63,21.73,30.29,1,1,1,1706.5,32,train
PAI-03228,Demo Infrastructure Project 3228,2025-12,12,Ministry of Railways,Transport & Logistics,Kerala,State-linked Implementing Agency,1401.84,1706.5,1419.99,24,24,100.0,100.0,89.74,98.69,10.26,8.95,12,12,6.0,50.0,0.0,0.0,1.0,1.0,83.21,47.84,21.73,30.29,1,1,1,1706.5,32,train
PAI-03229,Demo Infrastructure Project 3229,2025-01,1,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,758.93,62.57,60,5,8.33,12.1,9.88,10.77,2.22,0.89,10,0,0.0,0.0,0.0,0.0,1.0,0.0,8.24,14.1,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-02,2,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,762.37,130.82,60,10,16.67,16.93,17.06,21.64,-0.13,4.58,10,1,0.0,0.0,0.0,0.0,0.0,0.0,17.16,12.92,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-03,3,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,766.18,183.73,60,15,25.0,24.21,20.53,21.8,3.68,1.27,10,2,0.0,0.0,0.0,0.0,1.0,0.0,23.98,18.78,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-04,4,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,770.27,230.38,60,20,33.33,27.08,29.74,29.73,-2.66,-0.01,10,3,1.0,33.33,0.0,0.0,0.0,0.0,29.91,17.83,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-05,5,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,774.56,310.08,60,25,41.67,40.81,33.94,44.49,6.87,10.55,10,4,0.0,0.0,0.0,0.0,1.0,0.0,40.03,29.15,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-06,6,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,779.03,377.25,60,30,50.0,51.55,46.32,55.93,5.23,9.61,10,5,0.0,0.0,0.0,1.0,1.0,0.0,48.43,29.33,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-07,7,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,783.65,424.51,60,35,58.33,56.82,52.82,54.02,4.0,1.2,10,5,1.0,20.0,0.0,0.0,0.0,0.0,54.17,15.07,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-08,8,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,788.41,485.28,60,40,66.67,65.02,60.27,66.14,4.75,5.86,10,6,2.0,33.33,0.0,0.0,0.0,1.0,61.55,22.66,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-09,9,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,793.28,495.04,60,45,75.0,76.83,70.27,75.01,6.56,4.73,10,7,1.0,14.29,1.0,0.0,1.0,0.0,62.4,34.04,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-10,10,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,798.27,551.9,60,50,83.33,83.29,72.38,86.61,10.91,14.23,10,8,2.0,25.0,0.0,0.0,0.0,0.0,69.14,39.67,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-11,11,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,803.36,637.4,60,55,91.67,88.95,79.01,80.96,9.94,1.94,10,9,3.0,33.33,0.0,0.0,0.0,0.0,79.34,24.95,6.91,4.91,0,0,0,808.54,63,train
PAI-03229,Demo Infrastructure Project 3229,2025-12,12,Ministry of Railways,Social Infrastructure,Assam,Central Government Department,756.28,808.54,695.7,60,60,100.0,100.0,97.31,100.0,2.69,2.69,10,10,3.0,30.0,0.0,0.0,0.0,0.0,86.04,24.43,6.91,4.91,0,0,0,808.54,63,train
PAI-03231,Demo Infrastructure Project 3231,2025-01,1,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,276.51,32.4,56,5,8.93,6.13,2.38,10.7,3.75,8.32,18,1,0.0,0.0,0.0,1.0,1.0,0.0,11.72,26.36,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-02,2,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,278.27,48.32,56,9,16.07,16.16,16.39,23.33,-0.23,6.94,18,3,1.0,33.33,1.0,0.0,0.0,0.0,17.36,17.44,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-03,3,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,280.23,61.37,56,14,25.0,28.1,23.57,31.07,4.53,7.5,18,4,1.0,25.0,0.0,0.0,0.0,0.0,21.9,20.66,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-04,4,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,282.33,98.75,56,19,33.93,30.64,32.89,49.3,-2.25,16.42,18,6,1.0,16.67,1.0,0.0,0.0,0.0,34.98,26.38,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-05,5,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,284.54,126.7,56,23,41.07,47.9,44.83,55.33,3.07,10.5,18,7,2.0,28.57,1.0,0.0,0.0,0.0,44.53,26.18,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-06,6,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,286.84,137.33,56,28,50.0,47.46,42.36,61.1,5.1,18.74,18,9,3.0,33.33,0.0,0.0,0.0,0.0,47.88,35.38,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-07,7,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,289.21,159.28,56,33,58.93,58.13,51.39,54.28,6.74,2.89,18,10,4.0,40.0,0.0,0.0,0.0,0.0,55.07,23.02,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-08,8,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,291.66,165.99,56,37,66.07,65.99,61.41,66.21,4.58,4.8,18,12,5.0,41.67,0.0,0.0,0.0,0.0,56.91,26.01,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-09,9,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,294.16,208.85,56,42,75.0,76.73,69.33,71.51,7.4,2.19,18,13,5.0,38.46,0.0,0.0,1.0,0.0,71.0,34.1,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-10,10,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,296.73,227.31,56,47,83.93,81.09,67.18,71.39,13.91,4.21,18,15,6.0,40.0,0.0,0.0,0.0,0.0,76.61,42.17,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-11,11,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,299.34,243.51,56,51,91.07,94.0,84.85,90.4,9.15,5.55,18,16,7.0,43.75,0.0,0.0,0.0,0.0,81.35,32.24,9.76,19.54,0,1,1,302.0,67,train
PAI-03231,Demo Infrastructure Project 3231,2025-12,12,Ministry of Steel,Water & Sanitation,Karnataka,Railway Agency,275.14,302.0,262.76,56,56,100.0,99.12,89.64,97.88,9.48,8.24,18,18,7.0,38.89,0.0,0.0,0.0,0.0,87.01,41.19,9.76,19.54,0,1,1,302.0,67,train
PAI-03233,Demo Infrastructure Project 3233,2025-01,1,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,20.73,71,6,8.45,9.85,8.71,11.98,1.14,3.28,12,1,0.0,0.0,0.0,0.0,1.0,0.0,7.63,11.99,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-02,2,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,48.8,71,12,16.9,16.33,12.56,19.06,3.78,6.5,12,2,0.0,0.0,0.0,0.0,0.0,0.0,17.96,12.36,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-03,3,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,60.36,71,18,25.35,27.29,27.97,31.72,-0.67,3.76,12,3,0.0,0.0,1.0,0.0,0.0,0.0,22.21,7.62,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-04,4,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,77.02,71,24,33.8,33.7,34.57,33.56,-0.86,-1.0,12,4,0.0,0.0,0.0,0.0,0.0,0.0,28.35,2.63,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-05,5,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,97.15,71,30,42.25,48.25,48.04,55.18,0.21,7.14,12,5,1.0,20.0,0.0,1.0,1.0,0.0,35.75,25.28,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-06,6,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,119.49,71,36,50.7,50.75,49.53,49.89,1.23,0.36,12,6,1.0,16.67,0.0,0.0,0.0,0.0,43.97,14.79,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-07,7,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,141.42,71,41,57.75,59.25,54.98,53.13,4.27,-1.85,12,7,0.0,0.0,0.0,0.0,0.0,0.0,52.05,11.89,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-08,8,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,160.68,71,47,66.2,66.73,69.69,75.45,-2.96,5.76,12,8,0.0,0.0,0.0,0.0,0.0,0.0,59.13,15.29,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-09,9,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,179.93,71,53,74.65,75.17,71.43,72.99,3.74,1.56,12,9,0.0,0.0,0.0,0.0,0.0,0.0,66.22,17.3,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-10,10,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,211.68,71,59,83.1,80.82,71.33,76.42,9.49,5.08,12,10,2.0,20.0,1.0,0.0,0.0,0.0,77.9,34.62,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-11,11,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,215.06,71,65,91.55,93.03,84.54,82.43,8.49,-2.12,12,11,2.0,18.18,0.0,1.0,0.0,0.0,79.15,28.29,-10.0,3.45,0,0,0,271.73,74,train
PAI-03233,Demo Infrastructure Project 3233,2025-12,12,Ministry of Jal Shakti,Water & Sanitation,Bihar,Infrastructure Authority,271.73,271.73,235.64,71,71,100.0,97.75,90.67,100.0,7.07,9.33,12,12,2.0,16.67,0.0,0.0,0.0,0.0,86.72,29.94,-10.0,3.45,0,0,0,271.73,74,train
PAI-03234,Demo Infrastructure Project 3234,2025-01,1,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,861.89,100.43,91,8,8.79,6.86,11.71,19.02,-4.85,7.31,16,1,0.0,0.0,0.0,0.0,0.0,0.0,11.65,5.2,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-02,2,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,867.12,140.76,91,15,16.48,16.59,14.17,19.38,2.43,5.21,16,2,0.0,0.0,0.0,0.0,0.0,0.0,16.23,8.51,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-03,3,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,872.93,278.8,91,23,25.27,25.91,29.08,31.41,-3.18,2.33,16,4,1.0,25.0,0.0,0.0,0.0,0.0,31.94,12.72,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-04,4,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,879.15,302.95,91,30,32.97,37.98,32.93,46.65,5.05,13.72,16,5,1.0,20.0,0.0,0.0,0.0,1.0,34.46,26.14,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-05,5,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,885.69,342.41,91,38,41.76,41.06,40.19,47.23,0.87,7.04,16,6,2.0,33.33,0.0,0.0,0.0,0.0,38.66,16.49,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-06,6,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,892.49,397.13,91,46,50.55,49.88,47.33,52.95,2.55,5.62,16,8,2.0,25.0,0.0,0.0,0.0,1.0,44.5,19.61,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-07,7,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,899.53,492.37,91,53,58.24,61.45,54.77,70.64,6.68,15.86,16,9,2.0,22.22,0.0,0.0,1.0,0.0,54.74,40.75,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-08,8,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,906.78,512.71,91,61,67.03,68.64,64.47,73.76,4.17,9.29,16,10,3.0,30.0,1.0,0.0,0.0,0.0,56.54,28.24,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-09,9,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,914.2,601.24,91,68,74.73,72.7,73.39,73.96,-0.69,0.57,16,12,4.0,33.33,0.0,0.0,0.0,0.0,65.77,16.25,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-10,10,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,921.8,651.06,91,76,83.52,83.49,81.01,91.63,2.48,10.63,16,13,3.0,23.08,,0.0,0.0,0.0,70.63,25.99,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-11,11,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,929.55,746.28,91,83,91.21,90.56,88.72,90.55,1.84,1.82,16,14,4.0,28.57,0.0,0.0,0.0,0.0,80.28,20.74,9.28,-5.58,0,0,0,937.44,91,train
PAI-03234,Demo Infrastructure Project 3234,2025-12,12,"Ministry of Ports, Shipping & Waterways",Transport & Logistics,Chhattisgarh,PSU,857.85,937.44,788.42,91,91,100.0,100.0,92.72,96.32,7.28,3.6,16,16,3.0,18.75,0.0,0.0,0.0,0.0,84.1,20.54,9.28,-5.58,0,0,0,937.44,91,train
PAI-03235,Demo Infrastructure Project 3235,2025-01,1,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,247.82,34.32,64,5,7.81,9.67,7.08,25.64,2.59,18.56,30,2,1.0,50.0,0.0,0.0,0.0,0.0,13.85,40.18,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-02,2,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,251.15,35.23,64,11,17.19,19.59,19.57,21.45,0.02,1.88,30,5,1.0,20.0,0.0,0.0,1.0,0.0,14.03,17.28,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-03,3,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,254.85,69.82,64,16,25.0,26.69,22.75,31.06,3.94,8.32,30,7,2.0,28.57,1.0,0.0,1.0,0.0,27.39,36.36,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-04,4,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,258.81,74.86,64,21,32.81,35.73,38.59,50.57,-2.86,11.97,30,10,4.0,40.0,0.0,0.0,0.0,0.0,28.93,19.83,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-05,5,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,262.97,102.08,64,27,42.19,40.79,34.24,43.72,6.56,9.49,30,12,3.0,25.0,0.0,0.0,0.0,1.0,38.82,30.54,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-06,6,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,267.3,116.97,64,32,50.0,54.15,45.97,54.36,8.17,8.39,30,15,7.0,46.67,0.0,0.0,0.0,0.0,43.76,30.38,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-07,7,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,271.79,146.97,64,37,57.81,57.47,49.07,54.33,8.39,5.25,30,17,5.0,29.41,1.0,0.0,0.0,1.0,54.08,36.59,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-08,8,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,276.4,159.54,64,43,67.19,67.85,64.33,66.55,3.52,2.22,30,20,6.0,30.0,1.0,0.0,0.0,0.0,57.72,30.34,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-09,9,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,281.13,177.79,64,48,75.0,78.01,66.9,69.14,11.11,2.25,30,22,5.0,22.73,1.0,1.0,1.0,0.0,63.24,38.87,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-10,10,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,285.96,182.4,64,53,82.81,82.0,71.38,76.72,10.61,5.34,30,25,11.0,44.0,0.0,0.0,0.0,,63.79,34.74,20.66,11.25,1,1,1,295.92,72,train
PAI-03235,Demo Infrastructure Project 3235,2025-11,11,Ministry of Railways,Transport & Logistics,Bihar,PSU,245.25,290.89,220.29,64,59,92.19,91.59,82.65,88.48,8.94,5.83,30,27,13.0,48.15,0.0,0.0,0.0,0.0,75.73,34.14,20.66,11.25,1,1,1,295.92,72,train
