project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split,cost_risk_probability,time_risk_probability,overall_risk_score,risk_level,risk_change,risk_change_3m,early_warning
PAI-01978,Demo Infrastructure Project 1978,2025-01,1,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,533.1,62.93,40,3,7.5,9.63,13.41,21.86,-3.78,8.45,24,2,1.0,50.0,0.0,0.0,0.0,0.0,11.8,15.41,15.95,14.97,1,1,1,613.15,46,test,84.86836,86.86737,85.86787,HIGH,,,CRITICAL
PAI-01978,Demo Infrastructure Project 1978,2025-02,2,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,538.65,58.01,40,7,17.5,13.25,14.26,14.79,-1.01,0.52,24,4,1.0,25.0,1.0,0.0,0.0,0.0,10.77,14.37,15.95,14.97,1,1,1,613.15,46,test,61.388397,47.5538,54.4711,MEDIUM,-31.396767,,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-03,3,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,544.8,123.5,40,10,25.0,20.12,17.12,28.69,3.0,11.57,24,6,2.0,33.33,0.0,0.0,1.0,0.0,22.67,27.51,15.95,14.97,1,1,1,613.15,46,test,80.678345,84.19,82.43417,HIGH,27.963074,,HIGH ALERT
PAI-01978,Demo Infrastructure Project 1978,2025-04,4,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,551.39,153.15,40,13,32.5,32.93,25.12,28.14,7.81,3.01,24,8,1.0,12.5,0.0,0.0,1.0,0.0,27.77,18.64,15.95,14.97,1,1,1,613.15,46,test,58.85155,57.84556,58.348553,MEDIUM,-24.08562,-27.519314,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-05,5,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,558.32,210.29,40,17,42.5,42.43,38.33,39.68,4.1,1.34,24,10,3.0,30.0,1.0,0.0,0.0,0.0,37.66,19.49,15.95,14.97,1,1,1,613.15,46,test,67.141426,66.87414,67.00778,MEDIUM,8.659229,12.536682,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-06,6,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,565.53,222.81,40,20,50.0,50.15,49.07,50.93,1.08,1.86,24,12,,16.67,1.0,0.0,0.0,0.0,39.4,15.89,15.95,14.97,1,1,1,613.15,46,test,59.272884,54.215176,56.744026,MEDIUM,-10.263756,-25.690147,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-07,7,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,572.99,285.06,40,23,57.5,58.91,57.29,54.74,1.63,-2.55,24,14,4.0,28.57,0.0,0.0,1.0,1.0,49.75,19.03,15.95,14.97,1,1,1,613.15,46,test,75.414276,59.0307,67.22249,MEDIUM,10.478462,8.873936,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-08,8,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,580.67,329.28,40,27,67.5,65.08,61.41,72.6,3.67,11.19,24,16,4.0,25.0,0.0,1.0,1.0,0.0,56.71,40.28,15.95,14.97,1,1,1,613.15,46,test,76.814064,70.680374,73.747215,HIGH,6.524727,6.7394333,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-09,9,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,588.54,343.87,40,30,75.0,71.76,67.7,72.03,4.06,4.33,24,18,5.0,27.78,0.0,0.0,0.0,1.0,58.43,19.66,15.95,14.97,1,1,1,613.15,46,test,89.549034,61.84724,75.698135,HIGH,1.9509201,18.95411,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-10,10,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,596.58,370.67,40,33,82.5,79.55,72.62,79.32,6.93,6.7,24,20,2.0,10.0,1.0,0.0,0.0,0.0,62.13,24.91,15.95,14.97,1,1,1,613.15,46,test,88.604065,57.14271,72.87339,HIGH,-2.8247452,5.650902,WATCH
PAI-01978,Demo Infrastructure Project 1978,2025-11,11,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,604.79,434.27,40,37,92.5,89.71,80.95,89.8,8.76,8.85,24,22,6.0,27.27,0.0,0.0,0.0,0.0,71.81,35.11,15.95,14.97,1,1,1,613.15,46,test,97.621185,69.29533,83.45826,HIGH,10.584869,9.711044,HIGH ALERT
PAI-01978,Demo Infrastructure Project 1978,2025-12,12,Ministry of Housing & Urban Affairs,Mining,Tamil Nadu,PSU,528.82,613.15,493.49,40,40,100.0,100.0,91.25,94.2,8.75,2.95,24,24,,33.33,0.0,0.0,0.0,0.0,80.48,28.45,15.95,14.97,1,1,1,613.15,46,test,92.82477,72.852005,82.83839,HIGH,-0.61987305,7.140251,WATCH
PAI-01979,Demo Infrastructure Project 1979,2025-01,1,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,487.41,39.6,55,5,9.09,4.77,2.4,5.52,2.38,3.12,16,1,0.0,0.0,0.0,0.0,0.0,0.0,8.13,5.83,1.23,12.13,0,1,1,493.1,62,test,42.13202,30.10613,36.119072,LOW,,,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-02,2,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,487.8,61.92,55,9,16.36,21.41,15.3,15.46,6.11,0.16,16,2,1.0,50.0,0.0,0.0,0.0,0.0,12.69,16.11,1.23,12.13,0,1,1,493.1,62,test,51.512318,65.90937,58.71085,MEDIUM,22.591778,,WATCH
PAI-01979,Demo Infrastructure Project 1979,2025-03,3,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,488.24,122.78,55,14,25.45,25.72,25.6,23.65,0.12,-1.96,16,4,0.0,0.0,0.0,0.0,0.0,1.0,25.15,5.1,1.23,12.13,0,1,1,493.1,62,test,35.227005,31.92623,33.57662,LOW,-25.134232,,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-04,4,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,488.71,120.21,55,18,32.73,31.7,25.28,33.11,6.42,7.83,16,5,1.0,20.0,0.0,0.0,0.0,0.0,24.6,22.64,1.23,12.13,0,1,1,493.1,62,test,54.906166,38.461926,46.684044,MEDIUM,13.107426,10.564972,WATCH
PAI-01979,Demo Infrastructure Project 1979,2025-05,5,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,489.2,166.9,55,23,41.82,43.8,41.94,41.55,1.85,-0.4,16,6,1.0,16.67,1.0,1.0,0.0,0.0,34.12,20.13,1.23,12.13,0,1,1,493.1,62,test,38.548557,31.041145,34.79485,LOW,-11.8891945,-23.916,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-06,6,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,489.71,222.2,55,28,50.91,47.43,42.63,43.82,4.8,1.19,16,8,2.0,25.0,0.0,0.0,1.0,0.0,45.37,27.2,1.23,12.13,0,1,1,493.1,62,test,53.555435,44.198368,48.8769,MEDIUM,14.08205,15.300282,WATCH
PAI-01979,Demo Infrastructure Project 1979,2025-07,7,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,490.25,265.34,55,32,58.18,55.86,54.13,52.27,1.74,-1.85,16,9,1.0,11.11,0.0,0.0,0.0,0.0,54.12,11.08,1.23,12.13,0,1,1,493.1,62,test,20.026134,29.89439,24.960262,LOW,-23.916637,-21.723782,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-08,8,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,490.79,263.91,55,37,67.27,67.78,63.66,72.82,4.13,9.16,16,10,2.0,20.0,0.0,0.0,0.0,0.0,53.77,27.84,1.23,12.13,0,1,1,493.1,62,test,80.61903,41.3375,60.97827,MEDIUM,36.01801,26.183422,RISING RISK
PAI-01979,Demo Infrastructure Project 1979,2025-09,9,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,491.35,325.7,55,41,74.55,71.0,66.63,70.4,4.37,3.78,16,12,2.0,16.67,1.0,0.0,0.0,0.0,66.29,21.79,1.23,12.13,0,1,1,493.1,62,test,15.890767,30.200502,23.045635,LOW,-37.932636,-25.831264,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-10,10,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,491.92,353.43,55,46,83.64,85.46,81.66,82.93,3.8,1.27,16,13,2.0,15.38,0.0,0.0,,0.0,71.85,21.87,1.23,12.13,0,1,1,493.1,62,test,19.146538,28.898367,24.022453,LOW,0.9768181,-0.937809,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-11,11,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,492.51,400.6,55,50,90.91,90.69,94.21,94.57,-3.52,0.36,16,14,1.0,7.14,0.0,0.0,0.0,0.0,81.34,13.41,1.23,12.13,0,1,1,493.1,62,test,3.9677613,22.327986,13.147873,LOW,-10.87458,-47.8304,NORMAL
PAI-01979,Demo Infrastructure Project 1979,2025-12,12,Ministry of Housing & Urban Affairs,Social Infrastructure,Bihar,PSU,487.1,493.1,420.84,55,55,100.0,100.0,94.73,98.63,5.27,3.9,16,16,3.0,18.75,0.0,0.0,0.0,0.0,85.34,27.66,1.23,12.13,0,1,1,493.1,62,test,6.3032074,34.044327,20.173767,LOW,7.025894,-2.8718681,NORMAL
PAI-01981,Demo Infrastructure Project 1981,2025-01,1,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,684.9,75.25,27,2,7.41,11.83,9.46,18.3,2.37,8.84,26,2,1.0,50.0,1.0,1.0,1.0,0.0,10.99,39.22,17.76,17.73,1,1,1,799.32,32,test,66.04135,70.36073,68.20104,MEDIUM,,,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-02,2,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,692.83,139.63,27,4,14.81,19.52,17.97,30.33,1.55,12.37,26,4,1.0,25.0,0.0,0.0,0.0,0.0,20.15,18.6,17.76,17.73,1,1,1,799.32,32,test,41.943226,55.86261,48.902916,MEDIUM,-19.298126,,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-03,3,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,701.63,181.11,27,7,25.93,25.67,27.13,31.71,-1.46,4.58,26,6,2.0,33.33,0.0,0.0,0.0,1.0,25.81,17.78,17.76,17.73,1,1,1,799.32,32,test,35.566235,51.734207,43.650223,MEDIUM,-5.252693,,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-04,4,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,711.05,214.53,27,9,33.33,39.0,34.35,50.53,4.66,16.18,26,8,3.0,37.5,1.0,0.0,0.0,1.0,30.17,31.94,17.76,17.73,1,1,1,799.32,32,test,78.68834,70.06375,74.376045,HIGH,30.725822,6.175003,HIGH ALERT
PAI-01981,Demo Infrastructure Project 1981,2025-05,5,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,720.95,244.24,27,11,40.74,40.08,35.51,39.74,4.56,4.23,26,10,3.0,30.0,0.0,0.0,1.0,0.0,33.88,20.11,17.76,17.73,1,1,1,799.32,32,test,39.39261,47.23336,43.312984,MEDIUM,-31.06306,-5.5899315,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-06,6,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,731.26,324.16,27,14,51.85,49.42,44.32,51.8,5.1,7.48,26,13,3.0,23.08,1.0,0.0,0.0,0.0,44.33,19.2,17.76,17.73,1,1,1,799.32,32,test,43.568306,41.87327,42.720787,MEDIUM,-0.5921974,-0.92943573,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-07,7,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,741.92,385.75,27,16,59.26,61.51,58.61,61.11,2.9,2.5,26,15,5.0,33.33,0.0,0.0,0.0,1.0,51.99,18.91,17.76,17.73,1,1,1,799.32,32,test,36.247944,49.017513,42.63273,MEDIUM,-0.08805847,-31.743317,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-08,8,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,752.89,414.31,27,18,66.67,64.93,57.51,62.05,7.42,4.54,26,17,6.0,35.29,0.0,0.0,0.0,0.0,55.03,24.69,17.76,17.73,1,1,1,799.32,32,test,54.8714,56.29936,55.585377,MEDIUM,12.952648,12.272392,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-09,9,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,764.14,502.92,27,20,74.07,73.58,66.4,62.05,7.18,-4.35,26,19,7.0,36.84,1.0,0.0,0.0,0.0,65.82,32.19,17.76,17.73,1,1,1,799.32,32,test,42.04623,60.22269,51.13446,MEDIUM,-4.4509163,8.413673,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-10,10,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,775.64,516.72,27,22,81.48,82.35,76.99,85.18,5.36,8.19,26,21,8.0,38.1,0.0,0.0,0.0,0.0,66.62,27.03,17.76,17.73,1,1,1,799.32,32,test,86.780205,62.647064,74.71364,HIGH,23.579178,32.08091,HIGH ALERT
PAI-01981,Demo Infrastructure Project 1981,2025-11,11,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,787.37,620.97,27,25,92.59,91.52,81.18,88.61,10.34,7.43,26,23,7.0,30.43,0.0,0.0,0.0,0.0,78.87,31.78,17.76,17.73,1,1,1,799.32,32,test,33.762405,53.352905,43.557655,MEDIUM,-31.155983,-12.027721,WATCH
PAI-01981,Demo Infrastructure Project 1981,2025-12,12,Ministry of Coal,Steel,Haryana,Railway Agency,678.79,799.32,616.67,27,27,100.0,99.24,88.03,95.72,11.21,7.68,26,26,13.0,50.0,0.0,0.0,0.0,1.0,77.15,39.23,17.76,17.73,1,1,1,799.32,32,test,97.71051,89.83501,93.77276,HIGH,50.215103,42.638298,CRITICAL
PAI-01986,Demo Infrastructure Project 1986,2025-01,1,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1830.07,166.94,88,7,7.95,7.22,1.92,6.35,5.3,4.43,19,1,0.0,0.0,0.0,0.0,0.0,1.0,9.12,8.1,20.19,13.82,1,1,1,2177.26,101,test,48.49948,78.73406,63.61677,MEDIUM,,,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-02,2,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1854.12,338.06,88,15,17.05,15.44,14.97,16.62,0.47,1.65,19,3,1.0,33.33,0.0,0.0,1.0,0.0,18.23,18.69,20.19,13.82,1,1,1,2177.26,101,test,56.775154,85.93406,71.35461,HIGH,7.737835,,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-03,3,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1880.82,401.86,88,22,25.0,21.39,19.46,35.13,1.93,15.67,19,4,1.0,25.0,0.0,0.0,0.0,0.0,21.37,21.0,20.19,13.82,1,1,1,2177.26,101,test,68.15602,89.52526,78.84064,HIGH,7.4860306,,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-04,4,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1909.39,521.11,88,29,32.95,31.36,32.96,40.81,-1.6,7.85,19,6,2.0,33.33,0.0,0.0,0.0,0.0,27.29,20.24,20.19,13.82,1,1,1,2177.26,101,test,62.01924,90.163246,76.09124,HIGH,-2.7493973,12.474468,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-05,5,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1939.44,718.01,88,37,42.05,39.91,29.0,38.8,10.91,9.8,19,7,1.0,14.29,1.0,0.0,1.0,0.0,37.02,37.31,20.19,13.82,1,1,1,2177.26,101,test,55.695694,83.371544,69.53362,MEDIUM,-6.557617,-1.8209839,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-06,6,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,1970.72,897.03,88,44,50.0,49.06,36.33,40.33,12.74,4.0,19,9,2.0,22.22,1.0,1.0,1.0,0.0,45.52,43.2,20.19,13.82,1,1,1,2177.26,101,test,70.186676,84.26545,77.22607,HIGH,7.692444,-1.6145706,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-07,7,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2003.07,1001.36,88,51,57.95,55.61,55.06,62.76,0.55,7.7,19,11,2.0,18.18,0.0,1.0,1.0,0.0,49.99,31.1,20.19,13.82,1,1,1,2177.26,101,test,66.667595,77.089485,71.87854,HIGH,-5.3475266,-4.2127,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-08,8,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2036.36,1068.46,88,59,67.05,69.91,63.16,68.47,6.75,5.31,19,12,3.0,25.0,0.0,,0.0,0.0,52.47,21.97,20.19,13.82,1,1,1,2177.26,101,test,73.31402,79.46292,76.388466,HIGH,4.509926,6.854843,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-09,9,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2070.49,1268.22,88,66,75.0,73.13,71.81,76.58,1.32,4.77,19,14,5.0,35.71,0.0,0.0,0.0,0.0,61.25,29.76,20.19,13.82,1,1,1,2177.26,101,test,85.44379,83.46282,84.45331,HIGH,8.064842,7.2272415,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-10,10,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2105.39,1448.0,88,73,82.95,82.98,74.03,72.35,8.95,-1.68,19,15,4.0,26.67,0.0,0.0,0.0,0.0,68.78,19.27,20.19,13.82,1,1,1,2177.26,101,test,65.69575,83.67422,74.68498,HIGH,-9.768326,2.8064423,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-11,11,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2141.0,1587.3,88,81,92.05,92.27,87.25,97.0,5.01,9.74,19,17,5.0,29.41,0.0,0.0,1.0,0.0,74.14,34.8,20.19,13.82,1,1,1,2177.26,101,test,88.699524,80.0003,84.349915,HIGH,9.664932,7.9614487,WATCH
PAI-01986,Demo Infrastructure Project 1986,2025-12,12,Ministry of Housing & Urban Affairs,Mining,Karnataka,Railway Agency,1811.52,2177.26,1616.64,88,88,100.0,98.45,88.82,96.56,9.63,7.73,19,19,8.0,42.11,0.0,1.0,0.0,0.0,74.25,34.58,20.19,13.82,1,1,1,2177.26,101,test,98.89757,91.9022,95.39988,HIGH,11.049965,10.946571,CRITICAL
PAI-01993,Demo Infrastructure Project 1993,2025-01,1,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,707.08,82.64,28,2,7.14,8.74,10.99,19.26,-2.24,8.27,23,1,0.0,0.0,0.0,0.0,0.0,0.0,11.69,5.06,8.02,23.02,0,1,1,760.69,35,test,45.654255,85.45587,65.55506,MEDIUM,,,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-02,2,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,710.8,112.28,28,5,17.86,13.93,15.93,25.81,-2.01,9.88,23,3,1.0,33.33,1.0,0.0,0.0,0.0,15.8,18.97,8.02,23.02,0,1,1,760.69,35,test,57.033955,89.29304,73.1635,HIGH,7.6084366,,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-03,3,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,714.92,184.27,28,7,25.0,24.99,27.72,30.99,-2.73,3.28,23,5,1.0,20.0,0.0,0.0,0.0,0.0,25.77,13.2,8.02,23.02,0,1,1,760.69,35,test,35.378616,68.851006,52.114807,MEDIUM,-21.04869,,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-04,4,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,719.33,249.35,28,9,32.14,33.16,27.49,28.5,5.67,1.02,23,7,2.0,28.57,0.0,0.0,0.0,0.0,34.66,15.67,8.02,23.02,0,1,1,760.69,35,test,47.1946,84.68183,65.93822,MEDIUM,13.82341,0.38315582,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-05,5,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,723.97,287.86,28,12,42.86,44.63,43.8,45.74,0.83,1.94,23,9,3.0,33.33,1.0,0.0,0.0,0.0,39.76,21.29,8.02,23.02,0,1,1,760.69,35,test,54.431503,87.13748,70.7845,HIGH,4.846283,-2.3789978,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-06,6,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,728.8,318.25,28,14,50.0,50.41,45.82,49.43,4.59,3.61,23,11,3.0,27.27,0.0,,0.0,0.0,43.67,23.91,8.02,23.02,0,1,1,760.69,35,test,50.966072,80.79298,65.879524,MEDIUM,-4.904976,13.764717,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-07,7,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,733.8,392.16,28,16,57.14,57.38,54.91,52.2,2.47,-2.7,23,13,4.0,30.77,0.0,0.0,1.0,,53.44,30.42,8.02,23.02,0,1,1,760.69,35,test,32.57175,82.17521,57.373474,MEDIUM,-8.50605,-8.564743,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-08,8,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,738.94,437.14,28,19,67.86,66.49,59.57,62.04,6.92,2.47,23,15,4.0,26.67,1.0,0.0,0.0,0.0,59.16,25.44,8.02,23.02,0,1,1,760.69,35,test,51.932407,82.53928,67.23585,MEDIUM,9.862373,-3.5486526,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-09,9,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,744.21,503.05,28,21,75.0,75.54,66.82,73.52,8.72,6.7,23,17,5.0,29.41,0.0,0.0,0.0,0.0,67.6,33.52,8.02,23.02,0,1,1,760.69,35,test,33.374535,85.654274,59.514404,MEDIUM,-7.721443,-6.36512,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-10,10,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,749.6,547.84,28,23,82.14,85.76,80.96,90.26,4.8,9.3,23,19,5.0,26.32,0.0,0.0,0.0,0.0,73.08,25.43,8.02,23.02,0,1,1,760.69,35,test,25.746737,77.33514,51.540936,MEDIUM,-7.973469,-5.8325386,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-11,11,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,755.09,626.73,28,26,92.86,93.61,86.65,89.29,6.96,2.64,23,21,5.0,23.81,1.0,0.0,0.0,0.0,83.0,27.5,8.02,23.02,0,1,1,760.69,35,test,5.265941,76.06014,40.66304,MEDIUM,-10.877895,-26.572807,WATCH
PAI-01993,Demo Infrastructure Project 1993,2025-12,12,Ministry of Steel,Energy,Andhra Pradesh,Railway Agency,704.22,760.69,667.0,28,28,100.0,100.0,92.87,100.0,7.13,7.13,23,23,9.0,39.13,0.0,0.0,0.0,0.0,87.68,31.7,8.02,23.02,0,1,1,760.69,35,test,33.955322,88.84483,61.400078,MEDIUM,20.737038,1.8856735,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-01,1,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,288.66,24.78,37,3,8.11,8.72,11.07,19.58,-2.35,8.5,17,1,0.0,0.0,0.0,0.0,0.0,0.0,8.59,6.87,2.58,15.01,0,1,1,295.73,43,test,57.72062,71.73497,64.7278,MEDIUM,,,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-02,2,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,289.15,53.26,37,6,16.22,15.51,10.96,19.01,4.55,8.05,17,2,0.0,0.0,0.0,0.0,0.0,0.0,18.42,13.81,2.58,15.01,0,1,1,295.73,43,test,47.365208,64.83343,56.09932,MEDIUM,-8.628479,,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-03,3,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,289.69,66.36,37,9,24.32,24.02,19.81,27.88,4.21,8.06,17,4,1.0,25.0,0.0,0.0,0.0,0.0,22.91,20.75,2.58,15.01,0,1,1,295.73,43,test,54.019253,74.28213,64.15069,MEDIUM,8.051369,,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-04,4,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,290.27,84.46,37,12,32.43,31.79,31.54,37.24,0.25,5.7,17,5,1.0,20.0,0.0,0.0,0.0,0.0,29.1,18.86,2.58,15.01,0,1,1,295.73,43,test,41.522675,63.802654,52.662666,MEDIUM,-11.488022,-12.065132,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-05,5,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,290.89,102.02,37,15,40.54,41.58,39.29,36.71,2.29,-2.58,17,7,0.0,0.0,0.0,0.0,,0.0,35.07,5.71,2.58,15.01,0,1,1,295.73,43,test,30.50286,53.15336,41.82811,MEDIUM,-10.834557,-14.27121,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-06,6,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,291.52,140.07,37,18,48.65,51.2,51.67,53.96,-0.47,2.3,17,8,1.0,12.5,0.0,1.0,0.0,0.0,48.05,17.14,2.58,15.01,0,1,1,295.73,43,test,27.314964,56.913345,42.114155,MEDIUM,0.28604507,-22.036533,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-07,7,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,292.18,155.31,37,22,59.46,59.2,56.02,66.04,3.18,10.02,17,9,3.0,33.33,0.0,0.0,0.0,1.0,53.15,18.48,2.58,15.01,0,1,1,295.73,43,test,53.409004,85.79366,69.60133,MEDIUM,27.487179,16.938667,WATCH
PAI-01998,Demo Infrastructure Project 1998,2025-08,8,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,292.86,180.64,37,25,67.57,66.79,63.22,69.37,3.57,6.16,17,11,2.0,18.18,0.0,0.0,1.0,0.0,61.68,29.62,2.58,15.01,0,1,1,295.73,43,test,17.415876,57.64436,37.530117,LOW,-32.071217,-4.2979927,NORMAL
PAI-01998,Demo Infrastructure Project 1998,2025-09,9,Ministry of Mines,Energy,Maharashtra,Railway Agency,288.28,293.55,193.81,37,28,75.68,76.53,74.27,76.17,2.26,1.91,17,12,1.0,8.33,0.0,0.0,0.0,0.0,66.02,14.39,2.58,15.01,0,1,1,295.73,43,test,12.723616,47.776085,30.249851,LOW,-7.280266,-11.864304,NORMAL
